record_id,window_id,cluster_id,task_class,MI,composite,assigned_node,reason,latency_ms,energy_mj
107,164,1,3,5000,0.5361,cloud,critical_bypass,211.6071,5.0
107,165,1,3,5000,0.5042,cloud,critical_bypass,211.6071,5.0
107,166,1,3,5000,0.5364,cloud,critical_bypass,211.6071,5.0
107,167,1,3,5000,0.5195,cloud,critical_bypass,211.6071,5.0
107,168,1,3,5000,0.5358,cloud,critical_bypass,211.6071,5.0
107,169,1,3,5000,0.5519,cloud,critical_bypass,211.6071,5.0
107,170,1,3,5000,0.5217,cloud,critical_bypass,211.6071,5.0
107,171,1,3,5000,0.511,cloud,critical_bypass,211.6071,5.0
107,172,1,3,5000,0.5272,cloud,critical_bypass,211.6071,5.0
107,173,1,3,5000,0.5359,cloud,critical_bypass,211.6071,5.0
107,174,1,3,5000,0.5484,cloud,critical_bypass,211.6071,5.0
107,175,1,3,5000,0.5434,cloud,critical_bypass,211.6071,5.0
107,176,1,3,5000,0.5484,cloud,critical_bypass,211.6071,5.0
107,177,1,3,5000,0.5541,cloud,critical_bypass,211.6071,5.0
107,178,1,3,5000,0.5534,cloud,critical_bypass,211.6071,5.0
107,179,1,3,5000,0.5317,cloud,critical_bypass,211.6071,5.0
107,180,1,3,5000,0.5223,cloud,critical_bypass,211.6071,5.0
107,181,1,3,5000,0.498,cloud,critical_bypass,211.6071,5.0
107,182,1,3,5000,0.5098,cloud,critical_bypass,211.6071,5.0
107,183,1,3,5000,0.5182,cloud,critical_bypass,211.6071,5.0
107,184,1,3,5000,0.5049,cloud,critical_bypass,211.6071,5.0
107,185,1,3,5000,0.5436,cloud,critical_bypass,211.6071,5.0
107,186,1,3,5000,0.5128,cloud,critical_bypass,211.6071,5.0
107,187,1,3,5000,0.5202,cloud,critical_bypass,211.6071,5.0
107,188,1,3,5000,0.517,cloud,critical_bypass,211.6071,5.0
107,189,1,3,5000,0.5415,cloud,critical_bypass,211.6071,5.0
107,190,1,3,5000,0.5449,cloud,critical_bypass,211.6071,5.0
107,191,1,3,5000,0.4825,cloud,critical_bypass,211.6071,5.0
107,192,1,3,5000,0.5311,cloud,critical_bypass,211.6071,5.0
107,193,1,3,5000,0.5348,cloud,critical_bypass,211.6071,5.0
107,194,1,3,5000,0.5414,cloud,critical_bypass,211.6071,5.0
107,195,1,3,5000,0.551,cloud,critical_bypass,211.6071,5.0
107,196,1,3,5000,0.528,cloud,critical_bypass,211.6071,5.0
107,197,1,3,5000,0.5575,cloud,critical_bypass,211.6071,5.0
107,198,1,3,5000,0.5397,cloud,critical_bypass,211.6071,5.0
107,199,1,3,5000,0.5579,cloud,critical_bypass,211.6071,5.0
107,200,1,3,5000,0.5542,cloud,critical_bypass,211.6071,5.0
107,201,1,3,5000,0.5514,cloud,critical_bypass,211.6071,5.0
107,202,1,3,5000,0.5423,cloud,critical_bypass,211.6071,5.0
107,203,1,3,5000,0.518,cloud,critical_bypass,211.6071,5.0
107,204,1,3,5000,0.4938,cloud,critical_bypass,211.6071,5.0
107,205,1,3,5000,0.5524,cloud,critical_bypass,211.6071,5.0
107,206,1,3,5000,0.5557,cloud,critical_bypass,211.6071,5.0
107,207,1,3,5000,0.572,cloud,critical_bypass,211.6071,5.0
107,208,1,3,5000,0.5487,cloud,critical_bypass,211.6071,5.0
107,209,1,3,5000,0.539,cloud,critical_bypass,211.6071,5.0
107,210,1,3,5000,0.5526,cloud,critical_bypass,211.6071,5.0
107,211,1,3,5000,0.56,cloud,critical_bypass,211.6071,5.0
107,212,1,3,5000,0.5554,cloud,critical_bypass,211.6071,5.0
107,213,1,3,5000,0.5639,cloud,critical_bypass,211.6071,5.0
107,214,1,3,5000,0.5455,cloud,critical_bypass,211.6071,5.0
107,215,1,3,5000,0.5219,cloud,critical_bypass,211.6071,5.0
107,216,1,3,5000,0.5535,cloud,critical_bypass,211.6071,5.0
107,217,1,3,5000,0.5502,cloud,critical_bypass,211.6071,5.0
107,218,1,3,5000,0.5363,cloud,critical_bypass,211.6071,5.0
107,219,1,3,5000,0.5066,cloud,critical_bypass,211.6071,5.0
107,220,1,3,5000,0.5649,cloud,critical_bypass,211.6071,5.0
107,221,1,3,5000,0.554,cloud,critical_bypass,211.6071,5.0
107,222,1,3,5000,0.5576,cloud,critical_bypass,211.6071,5.0
107,223,1,3,5000,0.5579,cloud,critical_bypass,211.6071,5.0
107,224,1,3,5000,0.5482,cloud,critical_bypass,211.6071,5.0
107,225,1,3,5000,0.5497,cloud,critical_bypass,211.6071,5.0
107,226,1,3,5000,0.5594,cloud,critical_bypass,211.6071,5.0
107,227,1,3,5000,0.5369,cloud,critical_bypass,211.6071,5.0
107,228,1,3,5000,0.5584,cloud,critical_bypass,211.6071,5.0
107,229,1,3,5000,0.5745,cloud,critical_bypass,211.6071,5.0
107,230,1,3,5000,0.5646,cloud,critical_bypass,211.6071,5.0
107,231,1,3,5000,0.5669,cloud,critical_bypass,211.6071,5.0
107,232,1,3,5000,0.5671,cloud,critical_bypass,211.6071,5.0
107,233,1,3,5000,0.5605,cloud,critical_bypass,211.6071,5.0
107,234,1,3,5000,0.5512,cloud,critical_bypass,211.6071,5.0
107,235,1,3,5000,0.5701,cloud,critical_bypass,211.6071,5.0
107,236,1,3,5000,0.5782,cloud,critical_bypass,211.6071,5.0
107,237,1,3,5000,0.583,cloud,critical_bypass,211.6071,5.0
107,238,1,3,5000,0.587,cloud,critical_bypass,211.6071,5.0
107,239,1,3,5000,0.5591,cloud,critical_bypass,211.6071,5.0
107,240,1,3,5000,0.5679,cloud,critical_bypass,211.6071,5.0
107,241,1,3,5000,0.5704,cloud,critical_bypass,211.6071,5.0
107,242,1,3,5000,0.5872,cloud,critical_bypass,211.6071,5.0
107,243,1,3,5000,0.5461,cloud,critical_bypass,211.6071,5.0
107,244,1,3,5000,0.5771,cloud,critical_bypass,211.6071,5.0
107,245,1,3,5000,0.5531,cloud,critical_bypass,211.6071,5.0
107,246,1,3,5000,0.5596,cloud,critical_bypass,211.6071,5.0
107,247,1,3,5000,0.5507,cloud,critical_bypass,211.6071,5.0
107,248,1,3,5000,0.5585,cloud,critical_bypass,211.6071,5.0
107,249,1,3,5000,0.5307,cloud,critical_bypass,211.6071,5.0
107,250,1,3,5000,0.5645,cloud,critical_bypass,211.6071,5.0
107,251,1,3,5000,0.5468,cloud,critical_bypass,211.6071,5.0
107,252,1,3,5000,0.5612,cloud,critical_bypass,211.6071,5.0
107,253,1,3,5000,0.5567,cloud,critical_bypass,211.6071,5.0
107,254,1,3,5000,0.5506,cloud,critical_bypass,211.6071,5.0
107,255,1,3,5000,0.5479,cloud,critical_bypass,211.6071,5.0
107,256,1,3,5000,0.5614,cloud,critical_bypass,211.6071,5.0
107,257,1,3,5000,0.5596,cloud,critical_bypass,211.6071,5.0
107,258,1,3,5000,0.5794,cloud,critical_bypass,211.6071,5.0
107,259,1,3,5000,0.5739,cloud,critical_bypass,211.6071,5.0
107,260,1,3,5000,0.547,cloud,critical_bypass,211.6071,5.0
107,261,1,3,5000,0.5452,cloud,critical_bypass,211.6071,5.0
107,262,1,3,5000,0.5624,cloud,critical_bypass,211.6071,5.0
107,263,1,3,5000,0.5275,cloud,critical_bypass,211.6071,5.0
107,264,1,3,5000,0.55,cloud,critical_bypass,211.6071,5.0
107,265,1,3,5000,0.5306,cloud,critical_bypass,211.6071,5.0
107,266,1,3,5000,0.5387,cloud,critical_bypass,211.6071,5.0
107,267,1,3,5000,0.5554,cloud,critical_bypass,211.6071,5.0
107,268,1,3,5000,0.5477,cloud,critical_bypass,211.6071,5.0
107,269,1,3,5000,0.5354,cloud,critical_bypass,211.6071,5.0
107,270,1,3,5000,0.5556,cloud,critical_bypass,211.6071,5.0
107,271,1,3,5000,0.5189,cloud,critical_bypass,211.6071,5.0
107,272,1,3,5000,0.5719,cloud,critical_bypass,211.6071,5.0
107,273,1,3,5000,0.5682,cloud,critical_bypass,211.6071,5.0
107,274,1,3,5000,0.5904,cloud,critical_bypass,211.6071,5.0
107,275,1,3,5000,0.5772,cloud,critical_bypass,211.6071,5.0
107,276,1,3,5000,0.5793,cloud,critical_bypass,211.6071,5.0
107,277,1,3,5000,0.5915,cloud,critical_bypass,211.6071,5.0
107,278,1,3,5000,0.581,cloud,critical_bypass,211.6071,5.0
107,279,1,3,5000,0.5798,cloud,critical_bypass,211.6071,5.0
107,280,1,3,5000,0.5899,cloud,critical_bypass,211.6071,5.0
107,281,1,3,5000,0.5974,cloud,critical_bypass,211.6071,5.0
107,282,1,3,5000,0.5506,cloud,critical_bypass,211.6071,5.0
107,283,1,3,5000,0.5258,cloud,critical_bypass,211.6071,5.0
107,284,1,3,5000,0.5731,cloud,critical_bypass,211.6071,5.0
107,285,1,3,5000,0.5563,cloud,critical_bypass,211.6071,5.0
107,286,1,3,5000,0.5585,cloud,critical_bypass,211.6071,5.0
107,287,1,3,5000,0.5634,cloud,critical_bypass,211.6071,5.0
107,288,1,3,5000,0.5414,cloud,critical_bypass,211.6071,5.0
107,289,1,3,5000,0.5474,cloud,critical_bypass,211.6071,5.0
107,290,1,3,5000,0.5406,cloud,critical_bypass,211.6071,5.0
107,291,1,3,5000,0.5152,cloud,critical_bypass,211.6071,5.0
107,292,1,3,5000,0.5562,cloud,critical_bypass,211.6071,5.0
107,293,1,3,5000,0.5595,cloud,critical_bypass,211.6071,5.0
107,294,1,3,5000,0.549,cloud,critical_bypass,211.6071,5.0
107,295,1,3,5000,0.5515,cloud,critical_bypass,211.6071,5.0
107,296,1,3,5000,0.558,cloud,critical_bypass,211.6071,5.0
107,297,1,3,5000,0.5412,cloud,critical_bypass,211.6071,5.0
107,298,1,3,5000,0.5482,cloud,critical_bypass,211.6071,5.0
107,299,1,3,5000,0.5821,cloud,critical_bypass,211.6071,5.0
107,300,1,3,5000,0.5139,cloud,critical_bypass,211.6071,5.0
107,301,1,3,5000,0.5514,cloud,critical_bypass,211.6071,5.0
107,302,1,3,5000,0.5543,cloud,critical_bypass,211.6071,5.0
107,303,1,3,5000,0.5748,cloud,critical_bypass,211.6071,5.0
107,304,1,3,5000,0.545,cloud,critical_bypass,211.6071,5.0
107,305,1,3,5000,0.5498,cloud,critical_bypass,211.6071,5.0
107,306,1,3,5000,0.5643,cloud,critical_bypass,211.6071,5.0
107,307,1,3,5000,0.5554,cloud,critical_bypass,211.6071,5.0
107,308,1,3,5000,0.5691,cloud,critical_bypass,211.6071,5.0
107,309,1,3,5000,0.5667,cloud,critical_bypass,211.6071,5.0
107,310,1,3,5000,0.5431,cloud,critical_bypass,211.6071,5.0
107,311,1,3,5000,0.5641,cloud,critical_bypass,211.6071,5.0
107,312,1,3,5000,0.552,cloud,critical_bypass,211.6071,5.0
107,313,1,3,5000,0.5671,cloud,critical_bypass,211.6071,5.0
107,314,1,3,5000,0.5559,cloud,critical_bypass,211.6071,5.0
107,315,1,3,5000,0.5595,cloud,critical_bypass,211.6071,5.0
107,316,1,3,5000,0.5607,cloud,critical_bypass,211.6071,5.0
107,317,1,3,5000,0.5555,cloud,critical_bypass,211.6071,5.0
107,318,1,3,5000,0.5369,cloud,critical_bypass,211.6071,5.0
107,319,1,3,5000,0.5579,cloud,critical_bypass,211.6071,5.0
107,320,1,3,5000,0.5652,cloud,critical_bypass,211.6071,5.0
107,321,1,3,5000,0.555,cloud,critical_bypass,211.6071,5.0
107,322,1,3,5000,0.5472,cloud,critical_bypass,211.6071,5.0
107,323,1,3,5000,0.551,cloud,critical_bypass,211.6071,5.0
107,324,1,3,5000,0.5525,cloud,critical_bypass,211.6071,5.0
107,325,1,3,5000,0.55,cloud,critical_bypass,211.6071,5.0
107,326,1,3,5000,0.5407,cloud,critical_bypass,211.6071,5.0
107,327,1,3,5000,0.556,cloud,critical_bypass,211.6071,5.0
107,328,1,3,5000,0.5505,cloud,critical_bypass,211.6071,5.0
107,329,1,3,5000,0.5527,cloud,critical_bypass,211.6071,5.0
107,330,1,3,5000,0.542,cloud,critical_bypass,211.6071,5.0
107,331,1,3,5000,0.5472,cloud,critical_bypass,211.6071,5.0
107,332,1,3,5000,0.5597,cloud,critical_bypass,211.6071,5.0
107,333,1,3,5000,0.5527,cloud,critical_bypass,211.6071,5.0
107,334,1,3,5000,0.5501,cloud,critical_bypass,211.6071,5.0
107,335,1,3,5000,0.5491,cloud,critical_bypass,211.6071,5.0
107,336,1,3,5000,0.557,cloud,critical_bypass,211.6071,5.0
107,337,1,3,5000,0.5406,cloud,critical_bypass,211.6071,5.0
107,338,1,3,5000,0.5348,cloud,critical_bypass,211.6071,5.0
107,339,1,3,5000,0.5522,cloud,critical_bypass,211.6071,5.0
107,340,1,3,5000,0.5421,cloud,critical_bypass,211.6071,5.0
107,341,1,3,5000,0.5528,cloud,critical_bypass,211.6071,5.0
107,342,1,3,5000,0.55,cloud,critical_bypass,211.6071,5.0
107,343,1,3,5000,0.5318,cloud,critical_bypass,211.6071,5.0
107,344,1,3,5000,0.5451,cloud,critical_bypass,211.6071,5.0
107,345,1,3,5000,0.5508,cloud,critical_bypass,211.6071,5.0
107,346,1,3,5000,0.5669,cloud,critical_bypass,211.6071,5.0
107,347,1,3,5000,0.5298,cloud,critical_bypass,211.6071,5.0
107,348,1,3,5000,0.5463,cloud,critical_bypass,211.6071,5.0
107,349,1,3,5000,0.542,cloud,critical_bypass,211.6071,5.0
107,350,1,3,5000,0.5519,cloud,critical_bypass,211.6071,5.0
107,351,1,3,5000,0.5352,cloud,critical_bypass,211.6071,5.0
107,352,1,3,5000,0.5481,cloud,critical_bypass,211.6071,5.0
107,353,1,3,5000,0.5435,cloud,critical_bypass,211.6071,5.0
107,354,1,3,5000,0.5513,cloud,critical_bypass,211.6071,5.0
107,355,1,3,5000,0.5444,cloud,critical_bypass,211.6071,5.0
107,356,1,3,5000,0.5473,cloud,critical_bypass,211.6071,5.0
107,357,1,3,5000,0.5414,cloud,critical_bypass,211.6071,5.0
107,358,1,3,5000,0.5516,cloud,critical_bypass,211.6071,5.0
107,359,1,3,5000,0.5344,cloud,critical_bypass,211.6071,5.0
107,360,1,3,5000,0.555,cloud,critical_bypass,211.6071,5.0
108,0,1,1,2007,0.3762,edge-north,qsopoa_allocated,101.35,2.032
108,1,1,1,2179,0.4105,edge-south,qsopoa_allocated,109.95,2.204
108,2,1,1,2133,0.4014,edge-west,qsopoa_allocated,107.65,2.158
108,3,1,1,1972,0.3692,edge-central,qsopoa_allocated,99.6,1.997
108,4,0,0,1011,0.144,edge-central,qsopoa_allocated,51.55,1.021
108,5,1,1,2033,0.3814,edge-north,qsopoa_allocated,102.65,2.058
108,6,1,1,1830,0.3407,edge-central,qsopoa_allocated,92.5,1.855
108,7,1,1,1947,0.3641,edge-west,qsopoa_allocated,98.35,1.972
108,8,0,0,1064,0.1801,edge-north,qsopoa_allocated,54.2,1.074
108,9,1,1,2052,0.3852,edge-north,qsopoa_allocated,103.6,2.077
108,10,1,2,3129,0.443,edge-south,qsopoa_allocated,157.45,3.169
108,11,1,2,3188,0.4548,edge-south,qsopoa_allocated,160.4,3.228
108,12,1,1,2178,0.4104,edge-central,qsopoa_allocated,109.9,2.203
108,13,0,0,1002,0.1381,edge-west,qsopoa_allocated,51.1,1.012
108,14,0,0,1032,0.1586,edge-central,qsopoa_allocated,52.6,1.042
108,15,0,0,1009,0.143,edge-central,qsopoa_allocated,51.45,1.019
108,16,0,0,1134,0.228,edge-central,qsopoa_allocated,57.7,1.144
108,17,0,0,1126,0.2227,edge-central,qsopoa_allocated,57.3,1.136
108,18,1,1,2018,0.3783,edge-north,qsopoa_allocated,101.9,2.043
108,19,0,0,1112,0.2133,edge-central,qsopoa_allocated,56.6,1.122
108,20,1,1,2092,0.3931,edge-south,qsopoa_allocated,105.6,2.117
108,21,0,0,1038,0.1625,edge-south,qsopoa_allocated,52.9,1.048
108,22,0,0,1004,0.1397,edge-central,qsopoa_allocated,51.2,1.014
108,23,0,0,1071,0.1851,edge-north,qsopoa_allocated,54.55,1.081
108,24,1,1,1688,0.3123,edge-south,qsopoa_allocated,85.4,1.713
108,25,1,2,3015,0.4203,edge-north,qsopoa_allocated,151.75,3.055
108,26,1,2,3486,0.5145,edge-central,qsopoa_allocated,175.3,3.526
108,27,1,2,3000,0.4173,edge-north,qsopoa_allocated,151.0,3.04
108,28,1,2,3014,0.42,edge-central,qsopoa_allocated,151.7,3.054
108,29,1,2,3066,0.4304,edge-south,qsopoa_allocated,154.3,3.106
108,30,1,1,1636,0.302,edge-south,qsopoa_allocated,82.8,1.661
108,31,1,1,1788,0.3324,edge-north,qsopoa_allocated,90.4,1.813
108,32,0,0,1110,0.2121,edge-central,qsopoa_allocated,56.5,1.12
108,33,1,2,3080,0.4333,edge-north,qsopoa_allocated,155.0,3.12
108,34,0,0,1099,0.2043,edge-west,qsopoa_allocated,55.95,1.109
108,35,2,1,1522,0.2792,edge-north,qsopoa_allocated,77.1,1.547
108,36,0,0,1125,0.2217,edge-west,qsopoa_allocated,57.25,1.135
108,37,0,0,1031,0.1577,edge-south,qsopoa_allocated,52.55,1.041
108,38,2,0,1163,0.2478,edge-central,qsopoa_allocated,59.15,1.173
108,39,0,0,1036,0.1611,edge-north,qsopoa_allocated,52.8,1.046
108,40,1,1,1540,0.2827,edge-west,qsopoa_allocated,78.0,1.565
108,41,0,0,1126,0.2225,edge-central,qsopoa_allocated,57.3,1.136
108,42,2,0,1149,0.2386,edge-west,qsopoa_allocated,58.45,1.159
108,43,2,0,1199,0.2723,edge-north,qsopoa_allocated,60.95,1.209
108,44,1,1,2180,0.4108,edge-central,qsopoa_allocated,110.0,2.205
108,45,1,1,1793,0.3334,edge-north,qsopoa_allocated,90.65,1.818
108,46,1,1,2184,0.4115,edge-north,qsopoa_allocated,110.2,2.209
108,47,2,0,1185,0.2631,edge-north,qsopoa_allocated,60.25,1.195
108,48,1,2,3039,0.4251,edge-west,qsopoa_allocated,152.95,3.079
108,49,1,1,2103,0.3953,edge-central,qsopoa_allocated,106.15,2.128
108,50,1,1,1986,0.3719,edge-central,qsopoa_allocated,100.3,2.011
108,51,1,2,3336,0.4845,edge-north,qsopoa_allocated,167.8,3.376
108,52,1,1,1640,0.3028,edge-west,qsopoa_allocated,83.0,1.665
108,53,1,1,1917,0.3582,edge-west,qsopoa_allocated,96.85,1.942
108,54,2,1,1609,0.2966,edge-south,qsopoa_allocated,81.45,1.634
108,55,2,1,1542,0.2832,edge-west,qsopoa_allocated,78.1,1.567
108,56,1,1,1672,0.3091,edge-north,qsopoa_allocated,84.6,1.697
108,57,0,0,1075,0.1877,edge-west,qsopoa_allocated,54.75,1.085
108,58,2,1,1537,0.2822,edge-west,qsopoa_allocated,77.85,1.562
108,59,1,1,2015,0.3777,edge-west,qsopoa_allocated,101.75,2.04
108,60,1,1,1868,0.3483,edge-north,qsopoa_allocated,94.4,1.893
108,61,1,1,1768,0.3283,edge-west,qsopoa_allocated,89.4,1.793
108,62,0,0,1038,0.1625,edge-north,qsopoa_allocated,52.9,1.048
108,63,1,1,1821,0.3389,edge-north,qsopoa_allocated,92.05,1.846
108,64,2,0,1194,0.2689,edge-west,qsopoa_allocated,60.7,1.204
108,65,1,1,1945,0.3638,edge-west,qsopoa_allocated,98.25,1.97
108,66,1,1,1984,0.3715,edge-west,qsopoa_allocated,100.2,2.009
108,67,1,1,1946,0.364,edge-south,qsopoa_allocated,98.3,1.971
108,68,1,2,3201,0.4575,edge-north,qsopoa_allocated,161.05,3.241
108,69,1,1,2017,0.3781,edge-south,qsopoa_allocated,101.85,2.042
108,70,2,0,1175,0.256,edge-north,qsopoa_allocated,59.75,1.185
108,71,1,1,1938,0.3624,edge-central,qsopoa_allocated,97.9,1.963
108,72,2,0,1189,0.2654,edge-west,qsopoa_allocated,60.45,1.199
108,73,1,1,1757,0.3261,edge-south,qsopoa_allocated,88.85,1.782
108,74,0,0,1132,0.227,edge-north,qsopoa_allocated,57.6,1.142
108,75,1,2,3260,0.4693,edge-west,qsopoa_allocated,164.0,3.3
108,76,1,1,1908,0.3564,edge-north,qsopoa_allocated,96.4,1.933
108,77,1,1,2007,0.3762,edge-west,qsopoa_allocated,101.35,2.032
108,78,0,0,1151,0.24,edge-central,qsopoa_allocated,58.55,1.161
108,79,1,1,1891,0.3529,edge-west,qsopoa_allocated,95.55,1.916
108,80,1,1,1901,0.3549,edge-north,qsopoa_allocated,96.05,1.926
108,81,0,0,1058,0.1763,edge-north,qsopoa_allocated,53.9,1.068
108,82,0,0,1162,0.2472,edge-north,qsopoa_allocated,59.1,1.172
108,83,0,0,1022,0.1517,edge-north,qsopoa_allocated,52.1,1.032
108,84,0,0,1025,0.1537,edge-north,qsopoa_allocated,52.25,1.035
108,85,0,0,1120,0.2187,edge-north,qsopoa_allocated,57.0,1.13
108,86,0,0,1051,0.1717,edge-west,qsopoa_allocated,53.55,1.061
108,87,1,1,1933,0.3614,edge-north,qsopoa_allocated,97.65,1.958
108,88,1,1,1822,0.3392,edge-north,qsopoa_allocated,92.1,1.847
108,89,1,1,1748,0.3243,edge-north,qsopoa_allocated,88.4,1.773
108,90,1,2,3611,0.5395,edge-south,qsopoa_allocated,181.55,3.651
108,91,0,0,1100,0.205,edge-north,qsopoa_allocated,56.0,1.11
108,92,1,1,2091,0.393,edge-south,qsopoa_allocated,105.55,2.116
108,93,0,0,1039,0.1637,edge-west,qsopoa_allocated,52.95,1.049
108,94,1,1,2148,0.4044,edge-north,qsopoa_allocated,108.4,2.173
108,95,2,0,1162,0.2476,edge-west,qsopoa_allocated,59.1,1.172
108,96,1,1,1650,0.3047,edge-central,qsopoa_allocated,83.5,1.675
108,97,1,1,2021,0.379,edge-north,qsopoa_allocated,102.05,2.046
108,98,1,1,1794,0.3336,edge-south,qsopoa_allocated,90.7,1.819
108,99,1,1,1706,0.3159,edge-north,qsopoa_allocated,86.3,1.731
108,100,1,1,2210,0.4167,edge-south,qsopoa_allocated,111.5,2.235
108,101,2,1,1565,0.2877,edge-south,qsopoa_allocated,79.25,1.59
108,102,2,1,1524,0.2795,edge-central,qsopoa_allocated,77.2,1.549
108,103,1,2,3014,0.4201,edge-central,qsopoa_allocated,151.7,3.054
108,104,1,1,1814,0.3376,edge-west,qsopoa_allocated,91.7,1.839
108,105,1,1,1721,0.319,edge-west,qsopoa_allocated,87.05,1.746
108,106,1,1,2062,0.3871,edge-north,qsopoa_allocated,104.1,2.087
108,107,1,1,1967,0.3681,edge-central,qsopoa_allocated,99.35,1.992
108,108,2,0,1186,0.2635,edge-central,qsopoa_allocated,60.3,1.196
108,109,1,1,1998,0.3743,edge-central,qsopoa_allocated,100.9,2.023
108,110,2,1,1703,0.3153,edge-south,qsopoa_allocated,86.15,1.728
108,111,1,1,1817,0.3382,edge-west,qsopoa_allocated,91.85,1.842
108,112,1,1,1763,0.3274,edge-south,qsopoa_allocated,89.15,1.788
108,113,1,1,2038,0.3824,edge-north,qsopoa_allocated,102.9,2.063
108,114,1,1,2001,0.375,edge-west,qsopoa_allocated,101.05,2.026
108,115,1,1,1652,0.3052,edge-west,qsopoa_allocated,83.6,1.677
108,116,1,1,1643,0.3034,edge-north,qsopoa_allocated,83.15,1.668
108,117,1,2,3095,0.4363,edge-west,qsopoa_allocated,155.75,3.135
108,118,2,0,1112,0.2134,edge-west,qsopoa_allocated,56.6,1.122
108,119,2,1,1528,0.2804,edge-north,qsopoa_allocated,77.4,1.553
108,120,1,1,2041,0.3829,edge-south,qsopoa_allocated,103.05,2.066
108,121,1,1,1616,0.2979,edge-west,qsopoa_allocated,81.8,1.641
108,122,1,1,1939,0.3626,edge-south,qsopoa_allocated,97.95,1.964
108,123,1,1,1913,0.3573,edge-west,qsopoa_allocated,96.65,1.938
108,124,2,1,1615,0.2977,edge-west,qsopoa_allocated,81.75,1.64
108,125,1,1,1587,0.2922,edge-central,qsopoa_allocated,80.35,1.612
108,126,1,1,2107,0.3962,edge-central,qsopoa_allocated,106.35,2.132
108,127,2,0,1184,0.2624,edge-north,qsopoa_allocated,60.2,1.194
108,128,1,1,1727,0.3201,edge-south,qsopoa_allocated,87.35,1.752
108,129,1,2,3156,0.4485,edge-south,qsopoa_allocated,158.8,3.196
108,130,0,0,1067,0.1824,edge-west,qsopoa_allocated,54.35,1.077
108,131,2,0,1162,0.2476,edge-west,qsopoa_allocated,59.1,1.172
108,132,1,1,1571,0.2889,edge-north,qsopoa_allocated,79.55,1.596
108,133,1,1,1972,0.3692,edge-central,qsopoa_allocated,99.6,1.997
108,134,1,1,1799,0.3345,edge-north,qsopoa_allocated,90.95,1.824
108,135,1,1,2158,0.4064,edge-central,qsopoa_allocated,108.9,2.183
108,136,2,0,1105,0.2085,edge-north,qsopoa_allocated,56.25,1.115
108,137,1,1,1741,0.3229,edge-north,qsopoa_allocated,88.05,1.766
108,138,1,1,2210,0.4168,edge-south,qsopoa_allocated,111.5,2.235
108,139,1,1,1959,0.3666,edge-central,qsopoa_allocated,98.95,1.984
108,140,1,1,2122,0.3991,edge-west,qsopoa_allocated,107.1,2.147
108,141,1,1,1905,0.3558,edge-north,qsopoa_allocated,96.25,1.93
108,142,2,0,1137,0.2303,edge-west,qsopoa_allocated,57.85,1.147
108,143,1,1,2194,0.4136,edge-north,qsopoa_allocated,110.7,2.219
108,144,0,0,1182,0.2608,edge-south,qsopoa_allocated,60.1,1.192
108,145,0,0,1044,0.1671,edge-north,qsopoa_allocated,53.2,1.054
108,146,1,1,2011,0.377,edge-west,qsopoa_allocated,101.55,2.036
108,147,1,2,3129,0.443,edge-north,qsopoa_allocated,157.45,3.169
108,148,2,0,1116,0.2156,edge-central,qsopoa_allocated,56.8,1.126
108,149,1,2,3223,0.4618,edge-west,qsopoa_allocated,162.15,3.263
108,150,1,1,1669,0.3086,edge-north,qsopoa_allocated,84.45,1.694
108,151,0,0,1094,0.2007,edge-north,qsopoa_allocated,55.7,1.104
108,152,1,1,2164,0.4075,edge-west,qsopoa_allocated,109.2,2.189
108,153,1,1,2008,0.3763,edge-south,qsopoa_allocated,101.4,2.033
108,154,1,2,3046,0.4265,edge-north,qsopoa_allocated,153.3,3.086
108,155,1,1,1722,0.3192,edge-north,qsopoa_allocated,87.1,1.747
108,156,0,0,1053,0.1728,edge-south,qsopoa_allocated,53.65,1.063
108,157,0,0,1017,0.1487,edge-west,qsopoa_allocated,51.85,1.027
108,158,1,1,2054,0.3856,edge-west,qsopoa_allocated,103.7,2.079
108,159,2,1,1701,0.315,edge-south,qsopoa_allocated,86.05,1.726
108,160,1,1,2113,0.3973,edge-central,qsopoa_allocated,106.65,2.138
108,161,1,1,2119,0.3986,edge-west,qsopoa_allocated,106.95,2.144
108,162,2,0,1139,0.2317,edge-west,qsopoa_allocated,57.95,1.149
108,163,1,2,3047,0.4267,edge-north,qsopoa_allocated,153.35,3.087
108,164,1,2,3101,0.4374,edge-west,qsopoa_allocated,156.05,3.141
108,165,1,1,2085,0.3917,edge-south,qsopoa_allocated,105.25,2.11
108,166,1,1,2078,0.3904,edge-west,qsopoa_allocated,104.9,2.103
108,167,1,1,2078,0.3904,edge-north,qsopoa_allocated,104.9,2.103
108,168,1,2,3086,0.4344,edge-north,qsopoa_allocated,155.3,3.126
108,169,2,0,1174,0.2554,edge-central,qsopoa_allocated,59.7,1.184
108,170,1,1,2111,0.3969,edge-south,qsopoa_allocated,106.55,2.136
108,171,1,2,3222,0.4617,edge-north,qsopoa_allocated,162.1,3.262
108,172,1,1,1754,0.3255,edge-north,qsopoa_allocated,88.7,1.779
108,173,1,1,2006,0.376,edge-north,qsopoa_allocated,101.3,2.031
108,174,1,1,1726,0.32,edge-west,qsopoa_allocated,87.3,1.751
108,175,0,0,1040,0.164,edge-west,qsopoa_allocated,53.0,1.05
108,176,0,0,1110,0.2121,edge-north,qsopoa_allocated,56.5,1.12
